阿非利加洲	Africa
前二〇五年	205 BC
鮨	Sushi
前二〇八年	208 BC
湖北省	Hubei
山西省	Shanxi
魔方	Rubik's Cube
伊洛瓦底省	Ayeyarwady Region
貴州省	Guizhou
京都議定書	Kyoto Protocol
聯合國大會	United Nations General Assembly
乙酸	Acetic acid
安達曼海	Andaman Sea
前二〇四年	204 BC
胡適	Hu Shih
莊子	Zhuang Zhou
清孝欽顯皇后	Empress Dowager Cixi
陝西省	Shaanxi
Template:共享類	Template:Commons category
三八三年	383
德文維基大典	German Wikipedia
拋物線	Parabola
尿素	Urea
平假名	Hiragana
波斯文維基大典	Persian Wikipedia
質數	Prime number
五七二年	572
南北朝	Southern and Northern Dynasties
劉宋	Liu Song dynasty
吾世	Minecraft
罷工	Strike action
都羅山車驛	Dorasan Station
李舜臣汝諧	Yi Sun-sin
泰國地方	Provinces of Thailand
中華人民共和國地方	Administrative divisions of China
日本都道府縣	Prefectures of Japan
氧化物	Oxide
合數	Composite number
因數	Divisor
口琴	Harmonica
朝鮮灣	Korea Bay
Template:Taxobox	Template:Taxobox
繩文時代	Jōmon period
魔法少女小圓	Puella Magi Madoka Magica
太極	Taiji (philosophy)
平行	Parallel (geometry)
周宣王	King Xuan of Zhou
百家姓	Hundred Family Surnames
臺北城	Walls of Taipei
極品飛車	Need for Speed
海鳥	Seabird
琉球語	Ryukyuan languages
閩語	Min Chinese
莆仙語	Pu-Xian Min
江西省	Jiangxi
阿卜杜拉·本·阿卜杜勒-阿齊茲·沙特	Abdullah of Saudi Arabia
寧夏回族自治區	Ningxia
揚州市	Yangzhou
鎮江市	Zhenjiang
哈薩克文維基大典	Kazakh Wikipedia
嘉興市	Jiaxing
金華市	Jinhua
衢州市	Quzhou
台州市	Taizhou, Zhejiang
舟山市	Zhoushan
石家莊市	Shijiazhuang
亞當與夏娃	Adam and Eve
卡金納答	Kakinada
珠海	Zhuhai
韶關市	Shaoguan
東莞市	Dongguan
箜篌	Konghou
俄羅斯正教會	Russian Orthodox Church
鯢	Chinese giant salamander
空師	Air force
大名	Daimyo
南齊	Southern Qi
苗栗縣	Miaoli County
色盲檢測圖	Ishihara Test
威氏鷸	Wilson's snipe
哈布斯堡氏	House of Habsburg
中央銀行	Central bank
福州市	Fuzhou
南平市	Nanping
莆田市	Putian
三明市	Sanming
泉州市	Quanzhou
廈門市	Xiamen
漳州市	Zhangzhou
龍岩市	Longyan
寧德市	Ningde
西寧市	Xining
西遊記	Journey to the West
三國演義	Romance of the Three Kingdoms
水滸傳	Water Margin
鄂州市	Ezhou
福島縣	Fukushima Prefecture
豬油	Lard
新竹縣	Hsinchu County
鞍山市	Anshan
羅馬治世	Pax Romana
克羅內克	Leopold Kronecker
康托爾	Georg Cantor
戴德金	Richard Dedekind
寒武紀	Cambrian
十六元數	Sedenion
神聖羅馬皇帝腓特烈一世	Frederick I, Holy Roman Emperor
前三八七年	387 BC
盲文	Braille
千葉縣	Chiba Prefecture
賽珍珠	Pearl S. Buck
聯合國秘書長	Secretary-General of the United Nations
龐加萊	Henri Poincaré
西北水道	Northwest Passage
十進制	Decimal
烯烴	Alkene
皇祚	Kimigayo
氣壓	Atmospheric pressure
箸	Chopsticks
南投縣	Nantou County
標點符號	Punctuation
英格蘭王表	List of English monarchs
片假名	Katakana
民之旨	Jana Gana Mana
臺北一零一	Taipei 101
化學式	Chemical formula
波斯	Persian Empire
群 (代數)	Group (mathematics)
三十六計	Thirty-Six Stratagems
天安門	Tiananmen
波蘭球	Polandball
水星領航員	Aria (manga)
三角函數	Trigonometric functions
六四事件	Tiananmen Square protests of 1989
趙紫陽	Zhao Ziyang
胡耀邦	Hu Yaobang
安樂死	Euthanasia
姓氏	Family name
醛	Aldehyde
規	Compass (drawing tool)
物質之量	Amount of substance
平安北道	North Pyongan Province
咸鏡南道	South Hamgyong Province
島國	Island country
華山	Mount Hua
桃園市	Taoyuan City
尺規作圖	Compass-and-straightedge construction
耶律楚材	Yelü Chucai
京都府	Kyoto Prefecture
絕對值	Absolute value
羅賓漢	Robin Hood
表數法	Numeral system
大阪府	Osaka Prefecture
瑪瑙	Agate
愛媛縣	Ehime Prefecture
圓錐曲線	Conic section
海平面	Sea level
玄武	Black Tortoise
羅馬皇帝表	List of Roman emperors
矢量空間	Vector space
距	Distance
臺灣海峽	Taiwan Strait
山口縣	Yamaguchi Prefecture
市盈率	Price–earnings ratio
神奈川縣	Kanagawa Prefecture
中國地方	Chūgoku region
長野縣	Nagano Prefecture
殷商	Shang dynasty
色諾芬	Xenophon
兵庫縣	Hyōgo Prefecture
廣州恆大淘寶蹴鞠會	Guangzhou Evergrande Taobao F.C.
關係 (數學)	Binary relation
等價	Equivalence relation
主格	Nominative case
泰國灣	Gulf of Thailand
螳螂	Mantis
維基大典:書海	Wikipedia:Book sources
征夷大將軍	Shogun
春節	Chinese New Year
切腹	Seppuku
色盲	Color blindness
彰化縣	Changhua County
阿什莫爾島與卡捷島	Ashmore and Cartier Islands
農曆	Chinese calendar
可樂	Cola
高知縣	Kōchi Prefecture
道德經	Tao Te Ching
萬有引力	Newton's law of universal gravitation
坐標幾何	Analytic geometry
芬瑟島	Fraser Island
蹴鞠	Cuju
臺南市	Tainan
阮籍	Ruan Ji
與格	Dative case
摩爾質量	Molar mass
滿洲族	Manchu people
義大利半島	Italian Peninsula
袁枚	Yuan Mei
汽水	Soft drink
天象館	Planetarium
微積分	Calculus
岳陽市	Yueyang
東寧	Kingdom of Tungning
李斯	Li Si
雲林縣	Yunlin County
碗	Bowl
全等	Congruence (geometry)
維多利亞港	Victoria Harbour
義勇軍進行曲	March of the Volunteers
數理物理	Mathematical physics
紅花	Safflower
庖人	Cook (profession)
大正天皇	Emperor Taishō
主義	-ism
毛納洛峰	Mauna Loa
富牌國際機場	Phu Bai International Airport
修道院	Abbey
符節	Password
環 (代數)	Ring (mathematics)
環球小姐	Miss Universe
香川縣	Kagawa Prefecture
曲線	Curve
白求恩	Norman Bethune
牽牛花	Ipomoea nil
中日戰爭	Sino-Japanese War
平面幾何	Euclidean geometry
葉問	Yip Man
基數	Cardinal number
二元運算	Binary operation
餘弦定理	Law of cosines
新幹線	Shinkansen
雙曲線	Hyperbola
星際爭霸	StarCraft
反射	Reflection (physics)
嘉義縣	Chiayi County
形意拳	Xing Yi Quan
近視	Myopia
代數數	Algebraic number
笮融	Ze Rong
夏后氏	Xia dynasty
連續	Continuous function
教廷諸屬國	Papal States
濟南市	Jinan
十一月革命	German Revolution of 1918–19
中國抗日戰爭	Second Sino-Japanese War
青島市	Qingdao
PSP	PlayStation Portable
葛利斯五八一丙	Gliese 581 c
官能團	Functional group
世氣公會	World Meteorological Organization
見即所得	WYSIWYG
新西班牙代王領	New Spain
織田信長	Oda Nobunaga
向日葵	Helianthus annuus
南昌市	Nanchang
中壢區	Zhongli District
玫瑰之名	The Name of the Rose
幾何原本	Euclid's Elements
米高·哥連斯	Michael Collins (Irish leader)
金本位	Gold standard
直積	Cartesian product
艾狄胥	Paul Erdős
四元數	Quaternion
泰學	Thai studies
長沙市	Changsha
有機化合物	Organic compound
明治天皇	Emperor Meiji
源實朝	Minamoto no Sanetomo
蜉蝣	Mayfly
伊藤博文	Itō Hirobumi
絞刑	Hanging
門:史	Portal:History
電極	Electrode
阿拉伯數字	Arabic numerals
股骨	Femur
子集	Subset
海東青	Gyrfalcon
日文維基大典	Japanese Wikipedia
繁體字	Traditional Chinese characters
甲午戰爭	First Sino-Japanese War
哈丹格爾小提琴	Hardanger fiddle
克里希那穆提	Jiddu Krishnamurti
宦官	Eunuch
汀九橋	Ting Kau Bridge
選擇公理	Axiom of choice
行星環	Planetary ring
青藏高原	Tibetan Plateau
拓撲空間	Topological space
古文書	Palaeography
數學符表	List of mathematical symbols
錫克金廟	Harmandir Sahib
查良鏞	Jin Yong
袁安	Yuan An
卡奔塔利亞灣	Gulf of Carpentaria
度量空間	Metric space
千分比	Per mille
交換群	Abelian group
高雄市	Kaohsiung
華盛頓歐文	Washington Irving
易經	I Ching
弩	Crossbow
渤海	Bohai Sea
甑帶瘡	Herpes zoster
西楚霸王	Xiang Yu
戰艦	Battleship
人魚	Mermaid
海倫公式	Heron's formula
昆明市	Kunming
天氣預報	Weather forecasting
回族	Hui people
蘭州市	Lanzhou
期貨	Futures contract
鰂	Cuttlefish
十惡	Ten Abominations
林則徐	Lin Zexu
三國	Three Kingdoms
春秋時代	Spring and Autumn period
戰國	Warring States period
名偵探柯南	Case Closed
區間	Interval (mathematics)
清宣統帝	Puyi
併集	Union (set theory)
簡化字	Simplified Chinese characters
合肥市	Hefei
交集	Intersection (set theory)
常染色體	Autosome
啓	Qi of Xia
簡歷	Curriculum vitae
中國時區	Time in China
蝴蝶效應	Butterfly effect
豐臣秀吉	Toyotomi Hideyoshi
假名	Kana
民律大全	Corpus Juris Civilis
白鱀豚	Baiji
弦	Chord (geometry)
平昌郡	Pyeongchang County
泰國國際航空	Thai Airways
北九州市	Kitakyushu
匈奴	Xiongnu
孟子	Mencius
曾國藩	Zeng Guofan
桂林市	Guilin
海口市	Haikou
無機化合物	Inorganic compound
域 (代數)	Field (mathematics)
海拔	Altitude
挪威廣播公司	NRK
中原	Central Plain (China)
道	Tao
世界語維基大典	Esperanto Wikipedia
刺身	Sashimi
中泰國	Central Thailand
高錳酸鉀	Potassium permanganate
鴉片戰爭	First Opium War
魔鬼之詩篇	The Satanic Verses
有序對	Ordered pair
金屬鍵	Metallic bonding
書面挪威語維基大典	Norwegian Wikipedia
序數	Ordinal number
南京大屠殺	Nanking Massacre
吳廷琰	Ngo Dinh Diem
複式記帳	Double-entry bookkeeping system
麵	Noodle
化學符號	Symbol (chemistry)
路易斯安那購地案	Louisiana Purchase
扇	Hand fan
平安時代	Heian period
旦	Sunrise
韓信點兵	Chinese remainder theorem
梅涅勞斯定理	Menelaus' theorem
無窮小	Infinitesimal
屏東縣	Pingtung County
彰化市	Changhua City
單鏡筒反光相機	Single-lens reflex camera
雙城子	Ussuriysk
章炳麟	Zhang Binglin
張飛	Zhang Fei
張郃	Zhang He
張紘	Zhang Hong
張角	Zhang Jue
張衡	Zhang Heng
張居正	Zhang Juzheng
憲法十七條	Seventeen-article constitution
張遼	Zhang Liao
張騫	Zhang Qian
張三丰	Zhang Sanfeng
張載	Zhang Zai
張昭	Zhang Zhao
張仲景	Zhang Zhongjing
趙 (釋義)	Zhao
趙	Zhao (state)
趙雲	Zhao Yun
浙江大學	Zhejiang University
鄭成功	Koxinga
鄭玄	Zheng Xuan
鎮海區	Zhenhai District
鍾會	Zhong Hui
中和區	Zhonghe District
周敦頤	Zhou Dunyi
周公亶父	King Tai of Zhou
周泰	Zhou Tai
周瑜	Zhou Yu
周作人	Zhou Zuoren
朱治	Zhu Zhi
帝顓頊	Zhuanxu
諸葛誕	Zhuge Dan
諸葛瑾	Zhuge Jin
諸葛恪	Zhuge Ke
諸葛瞻	Zhuge Zhan
諸葛亮	Zhuge Liang
慶良間群島	Kerama Islands
大漢溪	Dahan Creek
壯學	Zhuang studies
烏克蘭語維基大典	Ukrainian Wikipedia
阿拉伯文維基大典	Arabic Wikipedia
金孟加拉	Amar Sonar Bangla
希伯來文維基大典	Hebrew Wikipedia
洞里薩湖	Tonlé Sap
賈姆謝德布爾	Jamshedpur
越南文維基大典	Vietnamese Wikipedia
負數	Negative number
中醫	Traditional Chinese medicine
高松市	Takamatsu, Kagawa
中華人民共和國憲法	Constitution of the People's Republic of China
王粲	Wang Can
提格兰二世	Tigranes the Great
珠江	Pearl River (China)
泰西格致史	History of science
五帝	Three Sovereigns and Five Emperors
瑪格麗特一世	Margaret I of Denmark
日本國會	National Diet
先哥倫布	Pre-Columbian era
英聯邦王國	Commonwealth realm
彼得一世島	Peter I Island
墓碑	Headstone
十二銅表法	Twelve Tables
李商隱	Li Shangyin
漢魏武王	Cao Cao
牛窗町	Ushimado, Okayama
連江縣	Lianjiang County
斬首	Decapitation
垂直	Perpendicular
無窮集合	Infinite set
冪集	Power set
魚鉤	Fish hook
齊齊哈爾市	Qiqihar
椰蟹	Coconut crab
俄文維基大典	Russian Wikipedia
平行公理	Parallel postulate
資治通鑒	Zizhi Tongjian
春武里府	Chonburi Province
西線無戰事	All Quiet on the Western Front
嘧啶	Pyrimidine
泰王國歌	Thai National Anthem
冬至	Winter solstice
中國中央電視臺	China Central Television
圖蘭朵	Turandot
巴列維王朝	Pahlavi dynasty
天皇	Emperor of Japan
熱帶雨林氣候	Tropical rainforest climate
袁世凱	Yuan Shikai
北海市	Beihai
袋鼠島	Kangaroo Island
阮世祖	Gia Long
君士坦丁堡普世宗主教區	Ecumenical Patriarchate of Constantinople
辛普生沙漠	Simpson Desert
雷曼兄弟公司	Lehman Brothers
娜塔莎·北鼎斐	Natasha Bedingfield
開集	Open set
測地線	Geodesic
塞瓦定理	Ceva's theorem
健陀羅	Gandhara
愛爾蘭共和國總統	President of Ireland
內積空間	Inner product space
金奎植	Kim Kyu-sik
江戶	Edo
金九	Kim Koo
泰山	Mount Tai
荀況	Xunzi
九江市	Jiujiang
反氫	Antihydrogen
占婆	Champa
倒數	Multiplicative inverse
黃道兇賊	Zodiac Killer
陰陽五行	Wu Xing
盧溝橋事變	Marco Polo Bridge Incident
關羽	Guan Yu
龜	Turtle
阮福晪	Bảo Đại
元 (釋義)	Yuan
空集	Empty set
祖茂	Zu Mao
祖沖之	Zu Chongzhi
羅馬 (釋義)	Roma
左氏春秋	Zuo Zhuan
連通	Connectivity (graph theory)
瀨戶內海	Seto Inland Sea
自由民主黨	Liberal Democratic Party (Japan)
環	Loop
利瑪竇	Matteo Ricci
原富	The Wealth of Nations
技術分析	Technical analysis
哆啦A夢	Doraemon
宋卡府	Songkhla Province
甲米府	Krabi Province
拉廊府	Ranong Province
伏羲	Fuxi
宜蘭縣	Yilan County, Taiwan
法家	Legalism (Chinese philosophy)
九龍	Kowloon
瑪麗·安·尼科爾斯	Mary Ann Nichols
素叻府	Surat Thani Province
成本	Cost
桐艾府	Trat Province
五代	Five Dynasties and Ten Kingdoms period
瑪麗·簡·凱利	Mary Jane Kelly
森理世	Riyo Mori
補集	Complement (set theory)
靖國神社	Yasukuni Shrine
博他侖府	Phatthalung Province
鹽田	Salt evaporation pond
班武里府	Prachuap Khiri Khan Province
洛坤府	Nakhon Si Thammarat Province
春蓬府	Chumphon Province
新北市	New Taipei City
臺中市	Taichung
漢昭烈皇帝	Liu Bei
干支	Sexagenary cycle
三國志	Records of the Three Kingdoms
邁克學搖滾	Michael Learns to Rock
花蓮縣	Hualien County
金門縣	Kinmen
臺東縣	Taitung County
新竹市	Hsinchu
嘉義市	Chiayi City
基隆市	Keelung
副省級市	Sub-provincial divisions in the People's Republic of China
從眾	Argumentum ad populum
牢不可破之聯盟	State Anthem of the Soviet Union
相似	Similarity (geometry)
夏世祖武烈皇帝	Helian Bobo
年號	Chinese era name
分離 (拓撲)	Separated sets
大韓高宗	Gojong of Korea
語序	Word order
摩托羅拉	Motorola
丁汝昌	Ding Ruchang
賢哲賽義巴巴	Sai Baba of Shirdi
雪景球	Snow globe
淨土宗	Pure Land Buddhism
伊麗莎白·史泰德	Elizabeth Stride
安妮·查普曼	Annie Chapman
聖德太子	Prince Shōtoku
沈括	Shen Kuo
內湖區	Neihu District
貴金屬	Precious metal
懿德天皇	Emperor Itoku
史記	Records of the Grand Historian
早稻田大學	Waseda University
孫吳	Eastern Wu
論語	Analects
泰華農民銀行	Kasikornbank
姜維	Jiang Wei
尚眞王	Shō Shin
平清盛	Taira no Kiyomori
創意公用授權條款	Creative Commons license
柬埔寨國家銀行	National Bank of Cambodia
澳洲聯邦銀行	Commonwealth Bank
海寧市	Haining City
拉臘·杜塔	Lara Dutta
小野田寬郎	Hiroo Onoda
清太宗	Hong Taiji
漢高皇后	Empress Lü Zhi
楊貴妃	Yang Guifei
蔡琰	Cai Wenji
推古天皇	Empress Suiko
漢孝成班婕妤	Consort Ban
清德宗	Guangxu Emperor
文徵明	Wen Zhengming
鎖國	Isolationism
戈登	Charles George Gordon
清世祖	Shunzhi Emperor
清太祖	Nurhaci
進數	P-adic number
卡拉卡拉敕令	Constitutio Antoniniana
明智光秀	Akechi Mitsuhide
綏靖天皇	Emperor Suizei
阮攸	Nguyễn Du
白居易	Bai Juyi
吳大帝	Sun Quan
屈原	Qu Yuan
魏世祖文皇帝	Cao Pi
神農	Shennong
小淵惠三	Keizō Obuchi
帝舜	Emperor Shun
安寧天皇	Emperor Annei
發勃耳	Jean-Henri Fabre
張國榮	Leslie Cheung
蔣經國	Chiang Ching-kuo
王維	Wang Wei (8th-century poet)
後醍醐天皇	Emperor Go-Daigo
陶潛	Tao Yuanming
桓武天皇	Emperor Kanmu
林彪	Lin Biao
清世宗	Yongzheng Emperor
呂布	Lü Bu
鴨脷洲	Ap Lei Chau
清穆宗	Tongzhi Emperor
韓愈	Han Yu
王安石	Wang Anshi
德川吉宗	Tokugawa Yoshimune
米芾	Mi Fu
拓撲閉包	Closure (topology)
閉集	Closed set
閉開集	Clopen set
曹魏	Cao Wei
作格	Ergative case
尖竹汶府	Chanthaburi Province
陳省身	Shiing-Shen Chern
第十五屆亞洲運動會	2006 Asian Games
基斯孔哈拉斯	Kiskunhalas
覆蓋	Cover (topology)
竭澤而漁	Overfishing
廢藩置縣	Abolition of the han system
通格	Absolutive case
清仁宗	Jiaqing Emperor
正親町天皇	Emperor Ōgimachi
董卓	Dong Zhuo
林語堂	Lin Yutang
孫臏	Sun Bin
杜牧	Du Mu
孫堅	Sun Jian
石田三成	Ishida Mitsunari
大韓純宗	Sunjong of Korea
婆羅多舞	Bharata Natyam
朝鮮世祖	Sejo of Joseon
歐陽脩	Ouyang Xiu
清宣宗	Daoguang Emperor
岳飛	Yue Fei
清文宗	Xianfeng Emperor
北柳府	Chachoengsao Province
羅勇府	Rayong Province
袁紹	Yuan Shao
柳宗元	Liu Zongyuan
包拯	Bao Zheng
大雪	Daxue (solar term)
新店區	Xindian District
八議	Eight Deliberations
阮景宗	Đồng Khánh
司馬懿	Sima Yi
福澤諭吉	Fukuzawa Yukichi
安慶市	Anqing
安祿山	An Lushan
六安市	Lu'an
呂不韋	Lü Buwei
武丁	Wu Ding
陳獨秀	Chen Duxiu
蒂邁歐篇	Timaeus (dialogue)
土城區	Tucheng District
魏 (釋義)	Wei
崇明島	Chongming Island
魏徵	Wei Zheng
藤原定家	Fujiwara no Teika
夏侯惇	Xiahou Dun
曹仁	Cao Ren
坂本龍馬	Sakamoto Ryōma
王守仁	Wang Yangming
魏烈祖明皇帝	Cao Rui
朝鮮太祖	Taejo of Joseon
陸遜	Lu Xun (Three Kingdoms)
東明聖王	Dongmyeong of Goguryeo
夏侯淵	Xiahou Yuan
李鴻章	Li Hongzhang
南唐後主	Li Yu (Southern Tang)
魏延	Wei Yan
黃忠	Huang Zhong
顧愷之	Gu Kaizhi
王羲之	Wang Xizhi
康托爾悖論	Cantor's paradox
中秋	Mid-Autumn Festival
李珥	Yi I
光中帝	Nguyễn Huệ
梁啟超	Liang Qichao
尹鑴	Yun Hyu
霍去病	Huo Qubing
孫策	Sun Ce
范仲淹	Fan Zhongyan
墓	Tomb
沙繳府	Sa Kaeo Province
緊集	Compact space
依善	Isan
龐統	Pang Tong
冒頓單于	Modu Chanyu
高順	Gao Shun
海上花	Flowers of Shanghai
成都雙流國際機場	Chengdu Shuangliu International Airport
世說新語	A New Account of the Tales of the World
發翔羽	Flight feather
赤腹蠑螈	Japanese fire belly newt
南陽市	Nanyang, Henan
臺南	Tainan (disambiguation)
南投	Nantou
秋葉原	Akihabara
徐光啟	Xu Guangqi
虹吸	Siphon
南充市	Nanchong
維基大典撰者密笈	Wikipedia – The Missing Manual
北條時宗	Hōjō Tokimune
鄧小平理論	Deng Xiaoping Theory
藤原道長	Fujiwara no Michinaga
阮聖祖	Minh Mạng
戚繼光	Qi Jiguang
董仲舒	Dong Zhongshu
阮出帝	Hàm Nghi
托勒密定理	Ptolemy's theorem
丸龜市	Marugame, Kagawa
盧照鄰	Lu Zhaolin
中山慶子	Nakayama Yoshiko
鄧麗君	Teresa Teng
孫破虜吳夫人	Lady Wu
吳末帝滕皇后	Empress Teng Fanglan
北條政子	Hōjō Masako
吳昭獻皇后	Empress Dowager He (Sun Hao)
吳大帝潘夫人	Empress Pan
