Африк	Africa
Ангилал:1988 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Category:UEFA Euro 1988 players
Ангилал:1996 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Category:UEFA Euro 1996 players
Ангилал:2000 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Category:UEFA Euro 2000 players
Ангилал:2004 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Category:UEFA Euro 2004 players
Ангилал:Хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Category:FIFA World Cup players
Ангилал:1986 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Category:1986 FIFA World Cup players
Ангилал:1990 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Category:1990 FIFA World Cup players
Ангилал:1994 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Category:1994 FIFA World Cup players
Ангилал:1998 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Category:1998 FIFA World Cup players
Ангилал:2002 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Category:2002 FIFA World Cup players
Ангилал:2006 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Category:2006 FIFA World Cup players
Ангилал:2010 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээний тоглогчид	Category:2010 FIFA World Cup players
Ангилал:Бразилын олимпийн хүрэл медальтнууд	Category:Olympic bronze medalists for Brazil
Ангилал:Эвиан багийн тоглогчид	Category:Evian Thonon Gaillard FC players
Ангилал:Куинз Парк Рейнжерс багийн тоглогчид	Category:Queens Park Rangers F.C. players
Ангилал:Тив тивийн хүмүүс	Category:People by continent
Загвар:Country data Papua New Guinea	Template:Country data Papua New Guinea
Ангилал:Библи дэх түүхэн хүмүүс	Category:Biblical people
Ангилал:Оюун ухаан судлал	Category:Cognitive science
Ангилал:Туркийн ерөнхийлөгчид	Category:Presidents of Turkey
Ангилал:Кубын Ерөнхийлөгчид	Category:Presidents of Cuba
Ангилал:Финландын ерөнхийлөгчид	Category:Presidents of Finland
Ангилал:Францын Ерөнхийлөгчид	Category:Presidents of France
Ангилал:АНУ-ын ерөнхийлөгчид	Category:Presidents of the United States
Ангилал:Европын түүх	Category:History of Europe
Ангилал:Азийн түүх	Category:History of Asia
Ангилал:Нейрологи	Category:Neurology
Ангилал:Кирибати	Category:Kiribati
Ангилал:Йордан	Category:Jordan
Ангилал:Самоа	Category:Samoa
Ангилал:Коста-Рика	Category:Costa Rica
Ангилал:Тринидад ба Тобаго	Category:Trinidad and Tobago
Ангилал:Суринам	Category:Suriname
Ангилал:Никарагуа	Category:Nicaragua
Ангилал:Босни ба Херцеговина	Category:Bosnia and Herzegovina
Ангилал:Норвеги	Category:Norway
Ангилал:Барбадос	Category:Barbados
Ангилал:Парагвай	Category:Paraguay
Ангилал:Баруун Сахар	Category:Western Sahara
Ангилал:Маршаллын арлууд	Category:Marshall Islands
Ангилал:Лихтенштейн	Category:Liechtenstein
Ангилал:Соломоны арлууд	Category:Solomon Islands
Ангилал:Гондурас	Category:Honduras
Ангилал:Уругвай	Category:Uruguay
Ангилал:Андорра	Category:Andorra
Ангилал:Серби	Category:Serbia
Ангилал:Белиз	Category:Belize
Ангилал:Гайти	Category:Haiti
Ангилал:Эквадор	Category:Ecuador
Ангилал:Йемен	Category:Yemen
Ангилал:Перу	Category:Peru
Ангилал:Тив тивийн улс орон	Category:Countries by continent
Ангилал:Боливи	Category:Bolivia
Ангилал:Албани	Category:Albania
Ангилал:Карибын орнууд	Category:Countries in the Caribbean
Ангилал:Далайн орнууд	Category:Countries in Oceania
Ангилал:Монако	Category:Monaco
Ангилал:Хойд Америкийн орнууд	Category:Countries in North America
Ангилал:Одон орны үзэгдлүүд	Category:Astronomical events
Ангилал:Суонси Сити багийн тоглогчид	Category:Swansea City A.F.C. players
Ангилал:Гранада багийн тоглогчид	Category:Granada CF footballers
Ангилал:Мал	Category:Livestock
Ангилал:Кристал Пэлас багийн тоглогчид	Category:Crystal Palace F.C. players
Ангилал:Ньюкасл Юнайтед багийн тоглогчид	Category:Newcastle United F.C. players
Ангилал:Оросын Премьер лигийн тоглогчид	Category:Russian Football Premier League players
Ангилал:2008 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээний тоглогчид	Category:UEFA Euro 2008 players
Ангилал:ХристИтгэлт Теологи	Category:Christian theology
Ангилал:Хүнсний ногоонууд	Category:Vegetables
Ангилал:Цагаан идээ	Category:Dairy products
Ангилал:Жимснүүд	Category:Fruit
Ангилал:Хөлбөмбөгийн дасгалжуулагчид	Category:Association football managers
Ангилал:Италийн хөлбөмбөгийн лигийн дасгалжуулагчид	Category:Serie A managers
Ангилал:Эммигийн шагналтнууд	Category:Emmy Award winners
Ангилал:Спортын дасгалжуулагчид	Category:Sports coaches
Өлзийт сум	Ölziit
Ангилал:Атлетико Мадрид багийн тоглогчид	Category:Atlético Madrid footballers
Ангилал:Селтик багийн тоглогчид	Category:Celtic F.C. players
Ангилал:Севилья багийн тоглогчид	Category:Sevilla FC players
Ангилал:Порту ХБ-т тоглож байсан	Category:FC Porto players
Ангилал:Америк хөлбөмбөгчид	Category:Players of American football
Ангилал:Нохойн үүлдрүүд	Category:Dog breeds
Ангилал:Азийн ургамлын аймаг	Category:Flora of Asia
Ангилал:Намгархаг газар	Category:Wetlands
Ангилал:Цөмийн физик	Category:Nuclear physics
Ангилал:Эгэл бөөмийн физик	Category:Particle physics
Ангилал:Хөлбөмбөгийн холбоодын тэргүүн лигүүд	Category:National association football premier leagues
Ангилал:2010 оны хөлбөмбөгийн дэлхийн аварга шалгаруулах тэмцээн	Category:2010 FIFA World Cup
Ангилал:Хөлбөмбөгийн үндэсний шигшээ багууд	Category:National association football teams
Ангилал:Чүбү муж	Category:Chūbu region
Ангилал:Канто муж	Category:Kantō region
Ангилал:Хоккайдо муж	Category:Hokkaido region
